,2B_0,2B_1,2B_2,2B_3,2B_4,2B_5,2B_6,2B_7,2B_8,2B_9,2B_10,2B_11,2B_12,2B_13,2B_14,2B_15,2B_16,2B_17,2B_18,2B_19,2B_20,2B_21,2B_22,2B_23,2B_24,2B_25,2B_26,2B_27,2B_28,2B_29,2B_30,2B_31,2B_32,2B_33,2B_34,2B_35,2B_36,2B_37,2B_38,2B_39,2B_40,2B_41,2B_42,2B_43,2B_44,2B_45,2B_46,2B_47,2B_48,2B_49,2B_50,2B_51,2B_52,2B_53,2B_54,2B_55,2B_56,2B_57,2B_58,2B_59,3B_0,3B_1,3B_2,3B_3,3B_4,3B_5,3B_6,3B_7,3B_8,3B_9,3B_10,3B_11,3B_12,3B_13,3B_14,3B_15,3B_16,3B_17,3B_18,3B_19,3B_20,3B_21,3B_22,3B_23,3B_24,3B_25,3B_26,3B_27,3B_28,3B_29,3B_30,3B_31,3B_32,3B_33,3B_34,3B_35,3B_36,3B_37,3B_38,3B_39,3B_40,3B_41,3B_42,3B_43,3B_44,3B_45,3B_46,3B_47,3B_48,3B_49,3B_50,3B_51,3B_52,3B_53,3B_54,3B_55,3B_56,3B_57,3B_58,3B_59,4B_0,4B_1,4B_2,4B_3,4B_4,4B_5,4B_6,4B_7,4B_8,4B_9,4B_10,4B_11,4B_12,4B_13,4B_14,4B_15,4B_16,4B_17,4B_18,4B_19,4B_20,4B_21,4B_22,4B_23,4B_24,4B_25,4B_26,4B_27,4B_28,4B_29,4B_30,4B_31,4B_32,4B_33,4B_34,4B_35,4B_36,4B_37,4B_38,4B_39,4B_40,4B_41,4B_42,4B_43,4B_44,4B_45,4B_46,4B_47,4B_48,4B_49,4B_50,4B_51,4B_52,4B_53,4B_54,4B_55,4B_56,4B_57,4B_58,4B_59
134,0.100349,0.0839151,0.0699453,0.0597315,0.0520863,0.0458647,0.0410698,0.0371261,0.0337953,0.0299858,0.0260682,0.0229992,0.0206684,0.0189434,0.0177119,0.0165973,0.0157126,0.0153123,0.0148531,0.0147534,0.0144654,0.0139547,0.0136405,0.0137774,0.0138099,0.0134393,0.0129652,0.0124776,0.0114104,0.0109172,0.0102566,0.00957457,0.00842698,0.00747128,0.00623105,0.00533714,0.0045233,0.00398215,0.0032441,0.00257629,0.00227296,0.00201576,0.00164105,0.00144735,0.00139671,0.00127025,0.00123464,0.00129242,0.0014047,0.00145151,0.00147014,0.00151194,0.00165745,0.00171799,0.00186555,0.00193808,0.00204378,0.00227298,0.00245504,0.0026022,0.00710889,0.026027,0.03853,0.0446923,0.0469939,0.0471799,0.0463649,0.0451482,0.0439031,0.0427422,0.0415401,0.0400979,0.0385318,0.0367966,0.0347257,0.0324,0.0300504,0.0277252,0.0254602,0.0233887,0.0215356,0.0199114,0.0185054,0.0172541,0.016035,0.0149587,0.0139666,0.0131211,0.0124294,0.0119164,0.011536,0.0113333,0.0111558,0.0108899,0.0105312,0.0100162,0.00928672,0.00834782,0.00729877,0.00619415,0.00509298,0.0040406,0.00311667,0.00235616,0.00179382,0.00139336,0.00110499,0.000876313,0.000710111,0.000603247,0.000530105,0.000473948,0.000423357,0.000375001,0.000328211,0.0002817,0.000236164,0.000191405,0.000149081,0.000109679,0.000108214,0.00228675,0.00942701,0.0204701,0.0318368,0.0404343,0.0449754,0.0461997,0.0456472,0.0449705,0.0451769,0.0467082,0.049383,0.0524761,0.0550233,0.0559388,0.0548253,0.0515203,0.0464421,0.0404405,0.034476,0.029215,0.0247974,0.0211644,0.0181062,0.0154525,0.0131211,0.0110498,0.00922252,0.00763484,0.0062828,0.0051463,0.0042033,0.00342803,0.00278771,0.00225584,0.00180826,0.00143095,0.00111241,0.000848054,0.000633835,0.000463523,0.000332575,0.000235315,0.000165258,0.000115624,8.00543e-05,5.43981e-05,3.57779e-05,2.25347e-05,1.33993e-05,7.40537e-06,3.76415e-06,1.7005e-06,6.59163e-07,2.2463e-07,8.2334e-08,3.62405e-08,1.27953e-08,2.65099e-09
135,0.100454,0.0834065,0.0702494,0.0599688,0.0519021,0.0456643,0.0410345,0.0375874,0.033389,0.0291261,0.0254198,0.0223755,0.0200529,0.0188864,0.0177656,0.0173322,0.0165637,0.0157216,0.0153669,0.0152044,0.0148317,0.014744,0.0144192,0.013999,0.0140524,0.0134273,0.0127692,0.0120692,0.0115169,0.0106989,0.00971286,0.00918905,0.00860957,0.00736618,0.00649494,0.00553082,0.00458453,0.00358438,0.00273934,0.00219762,0.00173526,0.00152755,0.00146501,0.00130221,0.00124947,0.00131506,0.00133826,0.00131609,0.00131009,0.00143727,0.00154831,0.00165229,0.00176274,0.00185627,0.0020702,0.00223851,0.00238466,0.00249981,0.00268634,0.00262529,0.00715579,0.0260266,0.0384572,0.0445432,0.046934,0.0472624,0.0465489,0.0455313,0.0443958,0.0431451,0.0417181,0.040116,0.0383748,0.0364411,0.0343448,0.0320798,0.0297359,0.0274116,0.0251743,0.0231219,0.0212414,0.0196743,0.0183233,0.0171526,0.0160968,0.0151335,0.0142396,0.0134888,0.0128877,0.0123088,0.0118251,0.0114884,0.0112355,0.0109278,0.0105116,0.0100728,0.00944471,0.00853717,0.00742498,0.00622866,0.00502804,0.00389757,0.00291488,0.00214815,0.00161395,0.00125214,0.000997584,0.000813895,0.000686171,0.000597909,0.000534905,0.000482098,0.000435734,0.000390488,0.000342118,0.000292032,0.000239861,0.000186782,0.000139032,9.87161e-05,0.000111215,0.00235356,0.0097111,0.0211,0.0326865,0.041114,0.0452341,0.0458421,0.0448257,0.0439709,0.0442933,0.0458974,0.0486784,0.0520441,0.0550348,0.0565368,0.055737,0.0522993,0.0468947,0.040668,0.0345884,0.0291839,0.0247025,0.0210767,0.0180584,0.0154386,0.0131048,0.011015,0.00916772,0.00756703,0.00621267,0.00508418,0.00415687,0.00339563,0.00276624,0.00224007,0.00179474,0.00141587,0.00109535,0.000828276,0.000612139,0.000443686,0.000317367,0.000225415,0.000159181,0.000111593,7.69592e-05,5.16542e-05,3.32833e-05,2.02706e-05,1.1538e-05,6.11741e-06,2.95753e-06,1.30612e-06,5.15794e-07,1.81327e-07,5.97157e-08,2.12917e-08,7.80849e-09,1.438e-09
136,0.100691,0.0827102,0.0699516,0.060107,0.0525206,0.0456606,0.0406777,0.0366776,0.0332483,0.0292988,0.025851,0.0234237,0.0213342,0.0192417,0.0178312,0.0167487,0.0163837,0.0161763,0.0155386,0.0150934,0.0150897,0.0147621,0.0143328,0.0140011,0.0135051,0.0127644,0.0121163,0.0116164,0.0109159,0.010649,0.00993119,0.0088631,0.00805031,0.00720694,0.00638576,0.00548195,0.00445575,0.00344973,0.00298227,0.00264053,0.00233523,0.00192762,0.00166179,0.00153736,0.00152277,0.0014528,0.00141566,0.00138109,0.00142025,0.00152519,0.0016247,0.00168142,0.0018033,0.00195642,0.00211693,0.00215291,0.00225224,0.00234916,0.00244248,0.00247634,0.00715398,0.0258797,0.0382738,0.0443355,0.0467142,0.0472275,0.0467281,0.045804,0.0445858,0.0433192,0.0419049,0.0402811,0.0384749,0.0364133,0.0341593,0.0318609,0.0295834,0.0273109,0.0251891,0.0231653,0.0213273,0.0197556,0.0183957,0.0172047,0.0161434,0.0151763,0.0142505,0.0134825,0.0127925,0.0122771,0.0118964,0.0115616,0.0113136,0.0109901,0.0106357,0.0100636,0.00930902,0.00830969,0.00716793,0.00600542,0.0048887,0.00389211,0.0029986,0.00226777,0.00169856,0.00131768,0.00105513,0.00086002,0.000714699,0.000620921,0.000551186,0.000488878,0.000434459,0.000385673,0.000334468,0.000280749,0.000228561,0.000178807,0.000133857,9.48746e-05,0.000107239,0.00224816,0.0092904,0.0202995,0.0318058,0.0406062,0.0452994,0.0466609,0.0463561,0.0458359,0.0459998,0.0472893,0.0497352,0.0527494,0.0551052,0.0557294,0.0541689,0.050654,0.0456516,0.0398431,0.0341562,0.0290519,0.0247546,0.0211155,0.0180444,0.0153981,0.013063,0.0109947,0.00916978,0.0075912,0.00624893,0.0051272,0.00419698,0.00342633,0.00278491,0.00224705,0.00179407,0.00141154,0.0010898,0.000824193,0.000610397,0.00044398,0.000318239,0.000226073,0.000159381,0.000111311,7.65146e-05,5.11993e-05,3.29838e-05,2.02459e-05,1.18018e-05,6.44304e-06,3.25279e-06,1.49184e-06,6.22338e-07,2.30124e-07,8.04102e-08,3.06128e-08,1.26521e-08,3.61051e-09
137,0.100703,0.0835374,0.0693884,0.0589414,0.0516199,0.0463247,0.0415362,0.0376937,0.0342489,0.0299042,0.0261141,0.0229695,0.0210402,0.018578,0.0173688,0.0166077,0.0160261,0.0155178,0.0152293,0.0152092,0.01457,0.0140886,0.0137519,0.0135844,0.0135381,0.0134697,0.0130026,0.0126948,0.0120059,0.0110796,0.00995188,0.00886899,0.00831479,0.00713078,0.0061679,0.00538564,0.00459955,0.00382371,0.00311111,0.00233897,0.00187937,0.00153517,0.00134778,0.00134023,0.00126578,0.00121353,0.00119146,0.00124017,0.00131791,0.00139035,0.0015272,0.00162357,0.00175866,0.00194883,0.00207377,0.00222428,0.00238977,0.00261844,0.00281189,0.00282713,0.00715441,0.0259919,0.0385006,0.0448278,0.0472346,0.0474924,0.0466857,0.0454296,0.04406,0.0428154,0.0415813,0.0401209,0.0383663,0.0364649,0.0344304,0.0321934,0.0298135,0.0274228,0.025208,0.0231727,0.0213755,0.0197485,0.0182796,0.0169848,0.0158391,0.0148467,0.0139764,0.013231,0.0126944,0.0122763,0.0119747,0.0117127,0.0115236,0.0111968,0.0107194,0.0101174,0.00930285,0.00830106,0.00714753,0.00602123,0.00486673,0.0038587,0.00299525,0.00232444,0.00177452,0.00137076,0.00107829,0.000858623,0.000712795,0.000618191,0.000547006,0.00049138,0.000442015,0.000391265,0.000338351,0.00028372,0.000228847,0.000178786,0.000134579,9.71213e-05,0.000106778,0.00229888,0.00958869,0.0209226,0.0324998,0.0408679,0.0448267,0.04533,0.0443227,0.0436222,0.0442441,0.0464753,0.0497947,0.0533201,0.0559791,0.0567442,0.0551557,0.0513891,0.0460765,0.0401693,0.0344618,0.0293623,0.0250209,0.0213203,0.0181904,0.0154924,0.0131354,0.0110488,0.00921538,0.00762698,0.00627607,0.00514301,0.00420386,0.00343043,0.00279192,0.00225912,0.00180898,0.00142572,0.00110209,0.000835122,0.000620217,0.000452203,0.000324905,0.000230854,0.000162737,0.000113403,7.78461e-05,5.22716e-05,3.39996e-05,2.11247e-05,1.23581e-05,6.7367e-06,3.40317e-06,1.57125e-06,6.61478e-07,2.37307e-07,7.23454e-08,1.32286e-08,1.19526e-09,0.0
138,0.100212,0.083332,0.0698512,0.0594672,0.0520759,0.0460846,0.041731,0.0371886,0.0331367,0.029187,0.0258337,0.0232701,0.0208918,0.0191955,0.0175404,0.0165826,0.0157793,0.0156056,0.0155125,0.0148929,0.0145969,0.0141855,0.0140316,0.0142073,0.0139685,0.0135178,0.0132373,0.0126298,0.0118273,0.0108867,0.00989824,0.00915255,0.00792147,0.00684383,0.00597336,0.00537425,0.00444414,0.00358765,0.0029123,0.00246169,0.00198833,0.00170189,0.00149621,0.00144508,0.00137442,0.00128087,0.00128004,0.00133966,0.00138125,0.00147683,0.00160352,0.00170095,0.00180125,0.0018211,0.0019727,0.00215931,0.00238888,0.0025328,0.00275507,0.00295273,0.00711505,0.025875,0.038423,0.0446863,0.0470098,0.0471684,0.0463977,0.0452785,0.0440237,0.0428348,0.0416051,0.0401307,0.0384485,0.0365936,0.0344828,0.0321567,0.0297008,0.0273238,0.0251234,0.0231756,0.0214101,0.0198537,0.0184997,0.017263,0.0161864,0.0151683,0.0142561,0.0134426,0.0128226,0.0123343,0.0119473,0.0117092,0.0114986,0.0111833,0.0107324,0.0101288,0.00929244,0.00832155,0.00727911,0.00611042,0.00488005,0.00381102,0.00288774,0.00212877,0.00161125,0.00126555,0.0010099,0.000822953,0.000698818,0.000608254,0.000542856,0.000491955,0.00044504,0.000397337,0.000343996,0.000286197,0.000229611,0.000177928,0.000131769,9.05012e-05,0.0001138,0.00237912,0.00976961,0.021136,0.0326611,0.0411008,0.0452175,0.0458396,0.0448117,0.0439476,0.0444049,0.0464321,0.0495096,0.05286,0.0554414,0.0563429,0.055198,0.0516925,0.0464895,0.0403579,0.0342741,0.0289851,0.0245953,0.0210443,0.0180255,0.0153998,0.0130661,0.0109813,0.0091467,0.00756161,0.00621901,0.00510075,0.00417645,0.00341514,0.00278435,0.00225539,0.00180625,0.00142322,0.00109912,0.000830869,0.000615459,0.000448471,0.00032239,0.000229833,0.000162817,0.000114194,7.86394e-05,5.26913e-05,3.39827e-05,2.09491e-05,1.21714e-05,6.60133e-06,3.32663e-06,1.5423e-06,6.58929e-07,2.49021e-07,7.88456e-08,1.89051e-08,2.88333e-09,1.63488e-10
139,0.100852,0.0824777,0.0701019,0.0599345,0.0521492,0.0461034,0.0414462,0.0380652,0.0337962,0.0289279,0.0253534,0.0222167,0.020311,0.018593,0.0173302,0.0170293,0.0166827,0.0160852,0.0158251,0.0156665,0.0148862,0.0141427,0.0140707,0.0137555,0.0134099,0.0133782,0.0129845,0.0123411,0.0116491,0.0106811,0.00984084,0.0092737,0.00786271,0.00667125,0.00595151,0.00505498,0.00402088,0.00359126,0.00291813,0.00235632,0.00192457,0.00168905,0.00161922,0.00152808,0.00140552,0.00146338,0.00150085,0.00139906,0.00137185,0.00150902,0.00163451,0.00176225,0.00184273,0.00191582,0.00198776,0.00213394,0.00235421,0.00263079,0.00284267,0.00284098,0.0071763,0.0260239,0.0386884,0.0447592,0.046975,0.0472291,0.0464981,0.0454329,0.0441916,0.0429701,0.0416068,0.0400279,0.0381884,0.0362501,0.0340823,0.0318109,0.029366,0.0270498,0.0248507,0.0229122,0.0212706,0.0197891,0.018569,0.0174185,0.0163599,0.01534,0.0144154,0.0135935,0.012937,0.0124539,0.0120556,0.011797,0.0116107,0.011348,0.0108832,0.0102895,0.00948873,0.00845969,0.00722306,0.00598651,0.00479186,0.00369774,0.00280002,0.00211016,0.00159283,0.00122778,0.000978485,0.000798876,0.000682485,0.000605676,0.000550728,0.000504092,0.00045611,0.000406084,0.000352015,0.000292804,0.000233111,0.000179818,0.00013354,9.3335e-05,0.00011369,0.00236752,0.0096789,0.0209449,0.032425,0.0407964,0.0449779,0.045818,0.0450668,0.0443253,0.0445632,0.046224,0.0490981,0.0525029,0.0553595,0.0565642,0.0553981,0.0517816,0.0463559,0.040209,0.0342242,0.0290473,0.0247462,0.0211913,0.0181778,0.0155354,0.0131794,0.0110707,0.00920923,0.0076034,0.00624968,0.0051282,0.00420662,0.00344744,0.00281764,0.00228634,0.00183157,0.00144156,0.00110981,0.000835599,0.000616639,0.000446956,0.000320182,0.000227578,0.000160801,0.000112884,7.78939e-05,5.20683e-05,3.3225e-05,2.00398e-05,1.1164e-05,5.75698e-06,2.67691e-06,1.10737e-06,4.21385e-07,1.62063e-07,7.14194e-08,3.11806e-08,1.02266e-08,2.0787e-09
140,0.101715,0.0840619,0.0699856,0.0594023,0.0518949,0.0459924,0.0414393,0.037585,0.0329282,0.0287818,0.025068,0.0224483,0.0205024,0.0186998,0.0170923,0.0164987,0.0158036,0.015558,0.015047,0.014879,0.0148358,0.0150417,0.0147052,0.0146388,0.014123,0.0136048,0.0133621,0.0124798,0.0118856,0.0112845,0.0107205,0.00912119,0.00789211,0.00676282,0.00584923,0.00492547,0.00382209,0.00310536,0.00267992,0.00245364,0.00209765,0.00181485,0.00157865,0.00144797,0.00140112,0.00135856,0.00135128,0.00138275,0.00141205,0.00154129,0.00161096,0.00168295,0.00185468,0.00195039,0.00213551,0.00223209,0.00227305,0.00240081,0.00260915,0.00280314,0.00734165,0.026465,0.0388876,0.0448541,0.0469033,0.0469156,0.0460361,0.0449411,0.0438648,0.0427672,0.0416481,0.0403784,0.038867,0.0369975,0.034691,0.0322088,0.0297205,0.0272734,0.0250228,0.0231081,0.0214368,0.0200298,0.0187938,0.0175547,0.0163876,0.015241,0.0142256,0.0133641,0.0126421,0.0121398,0.0118584,0.0116263,0.011469,0.011217,0.0108017,0.0101698,0.00925765,0.00811809,0.00695582,0.00578896,0.004618,0.00360287,0.00277531,0.00210015,0.00157637,0.00121134,0.000956946,0.000780128,0.000663128,0.000584397,0.000529512,0.000486783,0.000444088,0.000395564,0.000341077,0.000281938,0.000221317,0.000164478,0.000114923,7.68307e-05,0.00011361,0.00238684,0.00982718,0.0211896,0.0326537,0.040982,0.0451691,0.0460595,0.0454,0.0447319,0.0449809,0.0465921,0.049727,0.0535383,0.056584,0.0574412,0.0556675,0.0515205,0.0457955,0.0396272,0.0337431,0.0286436,0.0243716,0.0207885,0.0177533,0.0151119,0.0127822,0.0107173,0.00891023,0.00735292,0.00603359,0.00493554,0.00403043,0.00328662,0.00267134,0.00215551,0.00171733,0.00134488,0.00102946,0.00076922,0.000562217,0.000403739,0.000286746,0.0002023,0.000141852,9.8292e-05,6.671e-05,4.37163e-05,2.7008e-05,1.5538e-05,8.2571e-06,4.02111e-06,1.82802e-06,7.72983e-07,3.10739e-07,1.25231e-07,5.8483e-08,3.14375e-08,1.27198e-08,2.64472e-09
141,0.100265,0.0841409,0.0706873,0.0596765,0.0521915,0.0462783,0.0413692,0.0366015,0.0321153,0.0286176,0.0252468,0.0225305,0.0206776,0.0192869,0.0186192,0.0172846,0.0162618,0.0154999,0.0150661,0.0149078,0.0145199,0.0144034,0.0142131,0.0142725,0.0140825,0.0136061,0.0130422,0.0125825,0.0116523,0.0108146,0.00973265,0.00875291,0.0076421,0.00674883,0.00594788,0.00500671,0.0042166,0.00363712,0.00304907,0.00244155,0.00203627,0.00177706,0.00156354,0.00145366,0.00143436,0.00136336,0.00130113,0.00139221,0.00139761,0.00149359,0.00155564,0.00173534,0.00188748,0.00201961,0.00213272,0.00223217,0.00231121,0.00243358,0.00255387,0.00269286,0.00715777,0.026173,0.0384183,0.0443114,0.0465228,0.0467938,0.0461347,0.0451987,0.0441218,0.0428792,0.0415648,0.0400596,0.0383764,0.036485,0.0342802,0.0318808,0.0294342,0.0270625,0.0248842,0.0229285,0.0212409,0.0197562,0.0184076,0.0171814,0.0160982,0.0151024,0.0142566,0.0135279,0.0129098,0.0124921,0.0121242,0.011757,0.0115379,0.011244,0.0108661,0.0102881,0.00947005,0.00848255,0.00732147,0.00617095,0.00506762,0.00404411,0.00322006,0.00247781,0.00186234,0.00144074,0.00115372,0.000930818,0.000758974,0.000648696,0.000573134,0.000510452,0.000455449,0.000404023,0.000352508,0.000300905,0.000247112,0.000194671,0.000148601,0.000107386,0.000110926,0.00231774,0.00951492,0.0205602,0.0318432,0.0402673,0.0446526,0.0457381,0.045165,0.0445121,0.0447566,0.0462445,0.0488519,0.0519165,0.0544226,0.055385,0.0542168,0.0508766,0.0459878,0.0404286,0.0349263,0.029882,0.0255139,0.0218016,0.018635,0.0159034,0.0135005,0.0113857,0.0095284,0.00791434,0.00653817,0.00538113,0.00441811,0.00361926,0.0029538,0.00239636,0.00192535,0.00152618,0.00118917,0.000908567,0.000680579,0.000500547,0.000363027,0.000260766,0.000186304,0.000131897,9.21112e-05,6.30055e-05,4.17578e-05,2.65829e-05,1.62076e-05,9.44599e-06,5.2735e-06,2.83116e-06,1.5207e-06,8.42753e-07,4.6923e-07,2.64317e-07,1.47546e-07,7.77821e-08
142,0.100112,0.0832102,0.0701992,0.0595839,0.0519273,0.0465484,0.04245,0.0376825,0.0329339,0.0283758,0.0246222,0.021941,0.0196496,0.0184799,0.0176512,0.016932,0.0162358,0.0156316,0.0157741,0.0156662,0.0152417,0.0145763,0.0142952,0.0142323,0.0138847,0.0138074,0.0134001,0.0128881,0.0121313,0.011051,0.0100195,0.00892051,0.00790604,0.00667871,0.0057481,0.00489939,0.00400699,0.00337147,0.00293055,0.00231923,0.00205535,0.00171904,0.00143709,0.001279,0.00122198,0.00127463,0.00129915,0.00133489,0.00140126,0.00150592,0.00164346,0.00180522,0.00198252,0.00205441,0.00228482,0.00246103,0.00256832,0.00266496,0.00271384,0.00287676,0.00708499,0.0260209,0.0384654,0.0444384,0.0465714,0.0467086,0.0459575,0.045046,0.0439377,0.0427525,0.0415458,0.0401488,0.0384279,0.0364746,0.0343719,0.0320537,0.0295964,0.0272219,0.0250742,0.0231575,0.0214851,0.0200249,0.0187127,0.0175048,0.0163441,0.0152996,0.0144205,0.0136716,0.0130841,0.0125906,0.0122322,0.0119497,0.0116435,0.0113556,0.0109236,0.0102568,0.00934435,0.00825918,0.00707207,0.00583879,0.00469406,0.00370522,0.00288021,0.00220371,0.0016752,0.00128739,0.00100879,0.00082369,0.00070811,0.00062447,0.000563032,0.000511667,0.000459729,0.000404286,0.00034643,0.000287341,0.000227865,0.000171953,0.000123632,8.42224e-05,0.000112946,0.00237629,0.00978465,0.0211703,0.032684,0.0409533,0.0448649,0.0453651,0.0443938,0.0436747,0.0442423,0.0463745,0.0496902,0.0532638,0.0559938,0.0568534,0.055262,0.0513764,0.0459797,0.0400654,0.034381,0.0292836,0.0249041,0.0212351,0.01814,0.0154596,0.013089,0.0109937,0.00915759,0.00757471,0.0062339,0.00511405,0.00419017,0.00342864,0.00279505,0.00226323,0.00181076,0.0014254,0.00110007,0.000830995,0.000615075,0.000447777,0.000322354,0.000230363,0.000163733,0.000115201,7.95721e-05,5.33006e-05,3.43264e-05,2.09734e-05,1.20567e-05,6.51406e-06,3.33254e-06,1.6434e-06,7.96262e-07,3.95493e-07,1.91071e-07,8.02694e-08,2.34772e-08,3.77094e-09
143,0.101053,0.0827196,0.0696442,0.0595454,0.052031,0.0459268,0.0416408,0.0369767,0.0329757,0.0292105,0.0258362,0.0229636,0.0206007,0.0190494,0.0179343,0.0173895,0.0167407,0.0157185,0.0152313,0.014912,0.0145841,0.014133,0.014378,0.014352,0.0138585,0.0136868,0.0132004,0.0123893,0.0117212,0.0111085,0.0100319,0.00882154,0.00779228,0.0069526,0.00598107,0.00523329,0.00426427,0.00331273,0.00260386,0.00234478,0.00200914,0.00176888,0.00166983,0.00150419,0.00148706,0.0013511,0.00135725,0.00139911,0.00137421,0.00141031,0.00147355,0.0016114,0.00171638,0.00180041,0.00198023,0.00207409,0.00227692,0.00243324,0.00245681,0.00252145,0.00718329,0.0258962,0.0383441,0.0444783,0.0469205,0.0473145,0.0466561,0.0455432,0.0444082,0.0432087,0.0418287,0.040315,0.0386031,0.0366401,0.0344084,0.0319914,0.0294753,0.0269827,0.0247411,0.0227816,0.0210459,0.0195731,0.0183219,0.0171789,0.0161191,0.0150888,0.0141747,0.0134205,0.0127305,0.0122161,0.0118477,0.0115981,0.0113513,0.0110463,0.0106815,0.0101451,0.00936899,0.00841814,0.00735248,0.00623543,0.00512055,0.00403395,0.00308804,0.00235304,0.00178159,0.00134777,0.00105272,0.000859732,0.000721322,0.000622646,0.000554158,0.000499349,0.00044837,0.000396304,0.000342848,0.000289275,0.000237216,0.000187838,0.000143078,0.000105291,0.000109613,0.00232019,0.00962689,0.0209505,0.0324563,0.0408204,0.0450414,0.0459581,0.0451771,0.0443337,0.0443101,0.0457308,0.0484414,0.0517239,0.0545203,0.0558543,0.0549419,0.0516754,0.0466869,0.040731,0.0348721,0.0295845,0.0251311,0.0214432,0.0183354,0.0156625,0.0132989,0.0112009,0.00934557,0.00773361,0.00636436,0.00522014,0.00427296,0.00349129,0.00284457,0.00230339,0.00184502,0.00145605,0.00112846,0.00085752,0.000638482,0.000467123,0.000336655,0.000240736,0.000170579,0.000119575,8.21746e-05,5.5245e-05,3.6113e-05,2.26649e-05,1.35608e-05,7.64704e-06,4.09721e-06,2.05459e-06,9.45878e-07,3.74582e-07,1.25324e-07,3.21807e-08,6.17969e-09,7.8791e-10
144,0.100462,0.082518,0.0693796,0.0596678,0.0516736,0.0462734,0.0418265,0.0381011,0.0337744,0.0290353,0.0249115,0.0223514,0.0199051,0.018553,0.0180015,0.0174241,0.0165378,0.0161795,0.0155964,0.0155384,0.0153672,0.0152671,0.0149647,0.0143772,0.0136781,0.0132415,0.01294,0.0122569,0.0113789,0.0105495,0.00976382,0.00865958,0.00769086,0.00699254,0.0059063,0.004963,0.00376543,0.00318186,0.00263601,0.00227903,0.00217629,0.00189718,0.00168724,0.00142894,0.00136727,0.00132629,0.00129925,0.00133064,0.00139951,0.00154914,0.00159084,0.00169267,0.00179046,0.00193515,0.00206246,0.00217016,0.00229906,0.00252538,0.00269349,0.00270024,0.00710587,0.0256929,0.0382278,0.0445229,0.0470299,0.0473223,0.0466199,0.0456858,0.0446555,0.0433803,0.0419882,0.0404279,0.0384873,0.0363108,0.0339629,0.03155,0.029023,0.0266452,0.0245315,0.0226296,0.0209742,0.0196115,0.0184387,0.0173718,0.0163862,0.0154329,0.0145553,0.0137681,0.0130904,0.0124966,0.0120335,0.0117528,0.0114872,0.0111756,0.0108044,0.0103173,0.00957992,0.00858026,0.0074288,0.00621881,0.00496021,0.00377402,0.00281509,0.00208434,0.00154424,0.00118201,0.000951046,0.000785124,0.000672981,0.000598842,0.000546075,0.000502706,0.00045991,0.00040995,0.000354186,0.000294709,0.000236621,0.000180383,0.000129568,8.99122e-05,0.000109976,0.00236423,0.00979293,0.0213141,0.0330232,0.0414881,0.0455278,0.0460485,0.0449523,0.0438684,0.0438669,0.0453554,0.0483136,0.0518349,0.0547863,0.0563823,0.0557796,0.0525564,0.0471619,0.0407318,0.0345062,0.0290974,0.0246675,0.0210737,0.0180631,0.0154533,0.0131215,0.011026,0.00917027,0.00756478,0.00620968,0.00508525,0.004162,0.00340426,0.00277598,0.00224665,0.00179586,0.00141079,0.0010838,0.000813406,0.000597751,0.000431853,0.000307989,0.000218317,0.000154156,0.000107927,7.40524e-05,4.90765e-05,3.10134e-05,1.84834e-05,1.02154e-05,5.16098e-06,2.35842e-06,9.88393e-07,3.88786e-07,1.45357e-07,4.85826e-08,1.41172e-08,3.10766e-09,2.65479e-10
